CUENTA;MONTO;FECHA
7-102-13439-4;1435;15/04/2023
1-106-89290-9;527;27/10/2023
2-105-23690-7;1319;16/01/2023
5-105-35408-6;219;08/09/2023
4-102-36166-6;1042;12/09/2023
1-101-68811-7;514;27/07/2023
4-102-76823-6;354;07/03/2023
5-105-40187-9;172;17/07/2023
9-101-35398-9;237;21/01/2023
5-107-79714-4;341;02/05/2023
5-105-21118-4;416;09/02/2023
7-105-28853-9;51;03/06/2023
5-108-96823-9;848;05/07/2023
6-106-46970-1;556;11/10/2023
7-108-65733-7;1390;05/08/2023
6-105-78280-3;626;07/06/2023
1-108-72157-7;1175;29/09/2023
7-102-28079-4;168;10/07/2023
3-108-36721-2;903;21/04/2023
6-101-78059-6;453;11/07/2023
3-104-86021-5;1468;09/09/2023
8-104-10124-3;549;03/12/2023
8-109-79971-1;362;17/05/2023
3-101-69701-2;1244;24/09/2023
3-103-72792-3;1137;11/12/2023
2-107-34858-3;1329;07/07/2023
6-101-26508-2;1093;16/09/2023
6-102-22848-9;1020;16/12/2023
6-106-71706-1;969;14/06/2023
8-101-28866-9;314;23/04/2023
8-104-74410-4;134;10/11/2023
7-104-83861-9;428;12/09/2023
5-106-76206-6;709;17/12/2023
8-104-68902-4;1404;07/10/2023
8-102-61761-6;698;28/09/2023
9-103-29128-3;494;20/08/2023
1-105-39382-3;607;28/05/2023
9-109-57847-8;510;02/08/2023
3-101-95653-7;696;01/02/2023
5-105-21118-4;1211;25/05/2023
3-104-57631-6;170;23/11/2023
7-104-43367-9;909;28/01/2023
9-106-80438-8;1203;06/05/2023
2-104-87309-5;1011;08/08/2023
2-106-22162-4;268;13/08/2023
1-109-32806-4;409;30/09/2023
4-106-81448-8;552;14/12/2023
3-103-72792-3;801;17/09/2023
8-104-23179-5;1197;30/07/2023
3-102-37303-1;1444;16/05/2023
5-104-90843-8;248;03/02/2023
5-109-82719-7;1093;03/06/2023
2-101-26007-9;262;26/11/2023
1-102-25400-2;1335;13/08/2023
3-102-70609-5;219;01/10/2023
3-105-39169-6;535;18/06/2023
8-102-89678-8;551;10/01/2023
9-101-82731-2;163;17/03/2023
8-101-65746-2;405;02/07/2023
9-108-52774-1;538;15/03/2023
8-109-33167-9;359;15/04/2023
3-102-70203-5;1245;19/08/2023
7-108-98246-7;1063;21/08/2023
6-105-97923-1;58;06/11/2023
7-103-97408-1;365;23/03/2023
1-102-35696-4;1350;05/12/2023
2-103-13112-7;125;08/10/2023
3-103-73672-9;64;30/11/2023
2-105-64218-8;658;13/03/2023
7-102-48020-9;601;26/03/2023
2-109-72794-9;1353;01/03/2023
5-107-45873-9;1260;19/05/2023
6-107-11620-7;790;20/04/2023
2-106-40073-2;386;23/06/2023
2-103-19610-9;323;10/05/2023
4-108-96179-7;317;09/12/2023
2-105-23690-7;584;19/08/2023
2-106-86527-4;298;17/01/2023
3-106-58473-5;995;21/11/2023
1-102-47588-7;933;18/10/2023
1-106-32913-1;377;11/03/2023
6-107-65205-2;377;09/09/2023
4-106-45900-2;903;27/12/2023
2-104-46936-5;990;01/01/2023
5-102-10164-7;995;05/03/2023
9-108-64989-9;170;21/09/2023
4-103-78477-6;1384;09/03/2023
2-104-87309-5;965;18/02/2023
1-106-41616-4;18;07/01/2023
5-108-12526-2;226;04/08/2023
9-107-24515-9;354;18/09/2023
4-109-82666-1;580;28/06/2023
4-107-16778-7;1176;11/04/2023
2-101-18229-2;536;20/06/2023
7-101-69434-5;1178;28/07/2023
5-101-17697-8;828;11/05/2023
5-105-98039-2;834;03/06/2023
5-107-32823-5;1323;14/09/2023
8-108-87189-1;399;18/10/2023
8-107-89065-5;369;04/03/2023
5-101-53704-5;458;13/07/2023
1-107-55557-9;1372;19/09/2023
4-102-83344-8;442;11/02/2023
5-106-53967-9;803;15/04/2023
9-105-75927-5;435;12/07/2023
4-103-69438-2;340;08/09/2023
5-105-36753-7;296;07/04/2023
6-104-61092-1;311;18/12/2023
3-103-51833-9;1386;20/04/2023
9-108-67151-1;970;02/11/2023
6-103-58601-5;1012;18/10/2023
2-107-57254-5;549;27/12/2023
7-101-15958-7;373;09/07/2023
9-108-67779-1;335;19/01/2023
8-104-10124-3;1102;26/02/2023
1-104-69220-5;1475;17/05/2023
8-107-34817-5;403;28/02/2023
5-103-46143-7;563;01/03/2023
8-102-46886-7;908;16/01/2023
4-107-88185-1;1117;16/07/2023
1-104-51435-1;654;11/04/2023
5-109-32137-3;207;12/12/2023
5-102-10164-7;799;08/09/2023
4-106-44211-1;789;13/10/2023
5-106-53967-9;495;28/07/2023
9-103-29128-3;654;23/09/2023
1-109-19058-2;392;22/04/2023
4-102-60068-5;252;24/12/2023
7-102-50859-8;167;04/06/2023
1-106-68778-6;237;15/05/2023
4-107-12080-3;228;17/11/2023
4-107-88185-1;181;18/04/2023
6-107-11620-7;489;20/10/2023
9-109-39025-1;654;12/10/2023
1-109-77140-2;1301;16/07/2023
4-102-88620-9;1310;28/10/2023
5-104-80823-3;814;25/12/2023
8-107-15419-6;1259;17/12/2023
1-103-57205-7;583;26/09/2023
3-101-71627-6;1071;04/07/2023
1-106-16202-5;197;07/10/2023
2-105-52102-7;509;17/03/2023
1-106-89290-9;347;28/11/2023
7-106-37046-3;638;07/01/2023
8-103-91823-4;512;03/11/2023
6-107-91980-1;581;30/10/2023
7-108-19817-5;1409;11/09/2023
1-105-66867-2;826;19/11/2023
7-101-41590-3;1471;08/01/2023
8-109-97011-5;914;02/05/2023
2-102-20305-2;1064;06/01/2023
6-104-23874-6;394;20/07/2023
1-106-23489-6;275;24/12/2023
5-109-76922-2;569;26/06/2023
6-102-71130-2;147;13/05/2023
8-101-76395-2;463;12/01/2023
1-103-71217-3;528;13/02/2023
8-109-32361-6;833;20/02/2023
1-103-25917-8;660;07/11/2023
5-103-10602-6;370;24/07/2023
9-106-86307-7;1327;31/10/2023
6-102-84514-1;1173;31/01/2023
7-106-37046-3;846;22/09/2023
5-108-65621-3;573;29/11/2023
7-103-97264-3;338;13/02/2023
1-104-45777-7;494;09/01/2023
4-101-58526-4;249;03/11/2023
9-101-80023-8;347;28/02/2023
7-102-50859-8;813;05/11/2023
2-109-64682-3;511;19/08/2023
1-104-33291-7;1460;03/02/2023
9-107-54072-8;94;09/07/2023
7-108-19817-5;658;04/12/2023
8-107-64338-8;41;17/07/2023
